CardType,TransactionAmount,TransactionTime,TransactionLocation,TransactionType
2,99.8975504076714,7/10/2020,0,0
0,102.837607436521,9/27/2020,0,0
0,118.699076825639,12/9/2020,0,0
1,84.0613636457564,12/1/2022,0,0
2,110.699623541025,12/19/2018,1,0
1,87.9883075078074,1/29/2022,0,0
0,85.580687668698,7/20/2020,1,0
3,94.2448671577158,12/5/2022,0,0
3,115.476893945703,9/14/2019,0,0
1,86.6657073464027,10/9/2019,1,0
3,130.365043826114,11/19/2021,0,0
2,113.575396977698,5/6/2019,0,0
0,85.0884060635337,12/26/2019,0,0
3,107.523714381193,5/15/2019,0,0
0,103.048053944134,7/30/2019,0,0
2,96.0389450733402,3/31/2023,0,0
3,87.1015097522612,6/26/2021,0,0
3,104.643645380155,7/7/2019,0,0
2,129.750568054475,3/29/2022,0,0
1,89.2281451917545,10/3/2022,0,0
0,144.932084249238,11/3/2018,0,0
2,121.510109193478,10/2/2022,1,0
2,49.0713023783985,11/18/2021,0,0
0,55.4285888996953,8/18/2018,0,0
1,87.1165879725355,11/6/2021,1,0
1,54.0596349250274,3/6/2018,0,0
0,111.868360389812,3/14/2018,1,0
0,84.625149927301,1/19/2019,1,0
2,124.69188623137,7/7/2019,1,0
2,109.236578566303,4/21/2023,0,0
1,111.59420474107,7/29/2022,0,0
1,107.269349945134,10/4/2020,0,0
1,76.1383850056565,9/10/2018,0,0
1,92.5858420066877,3/24/2023,0,0
3,113.752203453823,12/31/2018,0,0
2,82.6123999593484,2/5/2023,0,0
0,90.6545098606583,12/22/2022,1,0
0,109.30086535355,3/19/2023,0,0
1,73.4758338660714,8/11/2019,0,0
2,93.6629872722229,6/11/2018,0,0
1,60.6969137651654,12/16/2019,0,0
3,101.167507843712,6/25/2019,0,0
1,121.361081160615,3/30/2019,0,0
1,115.788469291496,2/4/2023,0,0
0,79.6401218398086,9/28/2019,0,0
3,91.6356688496826,5/1/2022,1,0
1,89.38725278922,11/27/2022,0,0
0,98.2114973998833,1/23/2021,0,0
0,91.6699053499138,12/25/2018,1,0
0,99.1427094930808,2/24/2019,0,0
2,145.946219426206,6/16/2022,0,0
1,90.4906217353497,12/21/2018,0,0
1,67.4191670440074,3/28/2019,0,0
2,90.0854775136506,3/17/2021,0,0
1,75.7046329018342,1/7/2023,0,0
0,87.3458724166713,12/7/2020,0,0
1,101.399464787006,1/15/2023,1,0
3,96.8553330218039,5/11/2019,0,0
2,119.553680885172,7/28/2018,0,0
2,83.0709682857692,7/8/2018,1,0
2,106.135155437609,8/4/2019,0,0
2,98.848154529683,7/22/2018,0,0
1,74.5478491083869,10/16/2021,0,0
2,93.7809791275553,2/16/2018,1,0
3,58.9178188866331,6/21/2019,0,0
1,65.5317092529184,2/3/2023,0,0
3,140.181196469876,9/5/2018,0,0
0,91.6570278223074,2/3/2019,1,1
0,90.6463518830136,6/7/2018,0,0
0,89.2637569756105,9/6/2021,0,0
3,106.770292308385,4/23/2020,0,0
3,92.295116734399,4/10/2022,1,0
2,102.78257122094,12/21/2021,1,0
2,98.4959735040718,10/30/2020,0,0
2,84.3234817163865,2/16/2018,0,0
1,91.3222076470545,9/11/2021,1,0
1,126.424357255151,4/13/2019,0,0
1,73.828392190936,6/5/2019,0,0
0,119.619600256863,5/14/2020,0,0
3,99.4145569455397,2/28/2020,0,0
0,83.3305944797943,7/20/2018,1,0
1,60.7538842343746,6/6/2021,0,0
3,128.27803531706,9/17/2019,0,0
3,120.558091667736,12/23/2019,0,0
2,94.3166044339546,4/21/2018,0,0
0,72.2665518824018,11/5/2022,0,0
3,115.813284743992,5/2/2019,0,0
0,101.44454543239,5/20/2019,0,0
1,108.312887421043,10/22/2020,0,0
3,96.6687410741766,9/7/2018,0,0
1,107.446835197341,3/2/2022,0,0
1,108.435408726979,6/28/2018,0,0
1,102.726198360183,4/11/2018,1,0
3,107.661809341881,10/13/2021,0,0
2,60.5074818660512,2/25/2018,0,0
2,120.291170199622,7/20/2020,0,0
3,98.9581622568982,1/16/2021,0,0
1,104.334145024199,7/19/2021,1,0
3,101.124052793193,1/3/2021,1,0
3,102.42731910762,7/1/2021,0,0
1,102.720989100203,8/29/2020,0,0
0,130.503722395069,5/27/2019,1,0
2,113.694261978739,11/17/2021,0,0
2,91.9757712423798,4/8/2023,0,0
3,109.806983103955,12/22/2020,0,0
1,118.070401588135,12/30/2021,0,0
2,100.633132671882,3/5/2020,0,0
3,82.3811932120564,1/21/2020,0,0
3,84.3414255827632,11/28/2020,0,0
2,69.5619006134724,2/16/2023,0,0
0,98.8968252048347,12/21/2018,0,0
2,113.428612724648,6/24/2022,0,0
3,74.94865098824,3/28/2019,0,0
3,110.206074250552,3/5/2020,0,0
0,84.8754053116863,6/30/2018,0,0
3,101.875289376844,2/12/2023,0,0
0,130.998017570427,2/22/2023,0,0
3,84.4736094914076,4/20/2021,0,0
2,95.2159580332386,12/19/2020,1,0
3,89.4576612791973,6/2/2018,0,0
0,128.587545259836,8/21/2019,0,0
1,148.141361124894,7/24/2021,0,0
1,118.942497042635,1/29/2023,0,0
1,84.7198242461582,9/30/2018,0,0
1,129.54572774093,8/19/2018,1,0
0,84.550814593794,5/3/2018,0,0
3,93.5888773355655,3/7/2020,1,0
0,113.528556935815,7/2/2022,0,0
1,106.827754261965,2/5/2018,0,0
0,69.2333620782413,3/10/2022,0,0
0,64.2604528722153,1/30/2020,0,0
1,101.155381505291,8/8/2022,0,0
0,72.2321573411374,8/18/2019,0,0
1,123.96791627896,8/14/2020,0,0
1,87.9068319006257,10/8/2020,1,0
2,102.164032774096,8/8/2020,0,0
0,100.856941569685,6/26/2020,0,0
3,75.1991427638261,5/20/2019,0,0
0,82.3272272920907,4/3/2020,0,0
3,72.3014156643785,2/10/2023,0,0
3,122.855905762376,1/30/2019,0,0
3,107.00834023876,2/10/2023,0,0
0,120.172360703431,5/28/2018,0,0
0,91.5904882394532,3/8/2020,0,0
0,111.327151192217,6/12/2022,1,0
3,118.675380918104,7/4/2019,0,0
2,123.774722706522,4/10/2021,0,0
3,104.013787969795,11/3/2021,0,0
0,116.582077564342,3/24/2019,0,0
3,96.215803600149,4/5/2022,0,0
1,107.113954972087,11/8/2022,0,0
0,112.463069370423,7/29/2019,0,0
1,84.9079828955663,8/16/2022,0,0
1,120.738351428319,1/2/2020,0,0
2,91.4039795531835,4/22/2022,0,0
1,88.8400870635927,10/26/2018,1,0
1,102.520061972167,3/19/2021,0,0
3,74.0329374539647,6/2/2022,0,0
2,114.698980778634,7/6/2018,0,1
3,97.4051396240907,10/30/2020,0,0
0,52.3882602219723,6/19/2019,0,0
2,101.205608329348,3/21/2023,0,0
2,107.418859970495,6/22/2018,0,0
0,72.5949814230824,7/29/2022,0,0
3,113.838764686405,9/22/2020,0,0
0,98.0917976823312,12/18/2020,0,0
0,99.5194675850266,2/25/2018,1,0
0,100.351972100472,10/9/2021,0,0
1,63.1466477803879,9/28/2021,0,0
2,110.328295432132,4/25/2023,0,0
2,128.68524732864,9/19/2019,0,0
2,122.817250537508,7/28/2021,0,0
2,82.2681207419091,9/1/2021,1,0
2,96.0691753046296,6/1/2018,0,1
3,126.752043995535,5/20/2019,1,0
2,93.8244164585968,2/20/2018,1,0
3,98.1314451213666,3/2/2018,1,0
1,129.270438582575,6/10/2018,0,0
1,63.8909803539844,9/16/2021,1,0
3,102.308818304102,1/15/2021,0,0
2,96.93319698509,2/8/2019,1,0
1,104.617459890199,3/16/2022,0,0
0,70.9518403457505,7/16/2019,0,0
1,93.8353286573302,8/25/2022,0,0
3,125.072235181422,10/4/2020,1,0
0,105.817918286184,4/23/2018,0,0
0,108.681118402327,11/7/2019,0,0
0,101.194866552602,4/17/2020,0,0
2,135.767701974917,9/30/2021,1,0
3,104.843351468557,11/23/2021,1,0
0,106.117603933875,9/16/2019,0,0
0,107.505299927906,5/13/2022,0,0
0,82.0682175375458,6/22/2022,0,0
1,124.833663372473,12/4/2019,0,0
1,89.3286279039752,11/20/2020,0,0
2,114.850018678039,10/14/2021,1,0
0,83.7578764731903,12/28/2020,1,0
1,105.124932980961,3/23/2019,0,0
2,93.4501904376479,7/7/2018,0,0
2,92.4255699155857,9/14/2018,1,0
1,109.207886915541,4/26/2018,0,0
1,112.648385754175,3/21/2020,0,0
3,114.942491173233,3/20/2021,0,0
3,87.4862235086364,12/20/2018,1,0
0,130.413178241447,12/24/2018,0,0
3,94.8783144299393,12/15/2022,1,0
1,110.156110448493,2/16/2020,0,0
1,71.2702114165675,11/5/2019,0,0
0,80.6284752697286,10/24/2022,0,0
2,118.213067542201,5/19/2018,0,0
1,114.63161178674,12/10/2020,0,0
1,104.502320504839,1/10/2023,0,0
2,125.722685463999,3/22/2022,0,0
3,78.0121653529963,8/15/2018,1,0
3,132.59161809902,2/19/2019,0,0
0,107.523616234815,12/16/2018,0,0
2,106.402984752063,7/7/2020,1,0
0,90.9563893599859,1/2/2020,0,0
1,132.403018942016,10/24/2021,0,0
0,89.5329145460975,2/12/2023,1,0
1,81.2185074288831,7/19/2020,0,0
0,87.6707963330782,6/23/2019,0,0
1,136.61934103878,1/19/2020,0,0
3,82.6129470103223,11/17/2019,0,0
3,127.18019210202,10/31/2018,0,0
2,133.919186663541,4/20/2020,0,0
1,83.8570303324424,2/6/2021,0,0
0,122.122320300949,2/5/2022,1,0
2,87.9408314398659,6/19/2020,1,0
1,116.560171453155,8/6/2018,0,0
3,94.8155208997017,12/13/2018,0,0
1,129.186990778111,11/17/2021,1,0
2,112.885244947873,7/21/2019,1,0
0,114.400867031306,6/28/2019,0,0
3,95.6172055238018,11/22/2018,0,0
3,99.438266352527,10/27/2020,0,0
0,117.868079010871,9/3/2022,0,0
0,89.7213949196744,10/20/2022,0,0
1,84.8774199106031,9/27/2022,0,0
3,57.7934631693657,3/27/2020,0,0
1,95.056037233091,3/28/2018,1,0
2,112.072321273295,5/18/2019,0,0
2,75.7457999461359,4/6/2021,0,0
0,77.576794118523,4/3/2019,0,0
2,104.937952746449,1/3/2022,1,0
3,122.139770965653,9/14/2019,0,0
2,98.4534371829668,2/11/2022,0,0
2,81.4163196394049,11/3/2019,0,0
1,75.3727477082554,1/16/2023,0,0
3,120.725357333035,3/3/2022,0,0
0,61.5702380167085,5/9/2021,1,0
0,83.0390055657521,7/12/2018,0,0
1,83.8648066062336,6/29/2018,0,0
3,118.296744922954,10/30/2021,0,0
3,65.4596285123405,1/23/2020,0,0
1,108.949694894993,5/3/2020,0,0
3,107.531121057015,2/20/2018,1,0
3,40.5503189477946,7/1/2019,1,0
1,107.63774893753,4/13/2022,0,0
2,150.93829852946,8/9/2020,0,0
3,78.1109066493453,5/7/2019,0,0
2,96.1826792507846,4/29/2022,1,0
1,93.1184058666757,12/6/2022,0,0
0,78.2779184312416,8/26/2022,0,0
2,95.2469262494578,12/27/2021,0,0
3,113.195640502957,9/2/2019,0,0
3,83.1082580590076,6/25/2021,0,0
2,156.842072916017,6/22/2019,0,0
0,75.9832326427997,2/2/2020,1,0
3,82.7971273514988,4/12/2022,1,0
2,97.3844194506276,1/2/2018,0,0
3,94.4554440659028,12/16/2020,0,0
3,85.8085034313894,2/12/2018,0,0
2,99.962770488306,2/15/2023,1,0
2,96.862408203717,11/20/2021,0,0
2,99.5299530429529,2/7/2019,0,0
0,119.922340189693,1/3/2023,0,0
3,107.381188038982,4/16/2020,1,0
2,50.9982993657515,1/6/2021,1,0
0,102.86728299402,7/16/2021,0,0
3,105.050113231755,12/6/2019,0,0
2,79.9650529158195,12/25/2019,0,0
1,99.767699592159,1/30/2019,0,0
3,91.9655301158333,6/7/2022,0,0
2,84.0107907548819,10/28/2022,0,0
3,90.122998557732,12/17/2019,0,0
1,78.4921633541856,1/23/2019,0,0
1,110.436027822341,9/14/2021,0,0
0,70.5660274715197,2/18/2020,0,0
3,74.4182929562813,10/4/2018,0,0
1,95.2421036746818,9/27/2021,0,0
0,121.940705837413,1/2/2022,0,0
0,106.386429401219,4/26/2022,0,0
3,89.1130145764474,7/15/2019,0,0
3,113.463951693006,5/11/2021,0,0
0,150.57018668905,7/17/2020,1,0
0,94.040667967161,6/19/2019,0,0
0,120.702330705001,10/29/2019,1,0
2,106.549119307251,5/16/2020,0,0
3,109.980891183647,1/7/2023,0,0
0,89.7335485035793,7/20/2021,0,0
1,97.9269035186694,2/11/2021,0,0
3,122.927459357981,6/9/2019,0,0
0,100.121910507162,3/31/2023,1,0
3,96.3060011264668,2/10/2021,0,0
1,72.3088123816924,2/27/2021,0,0
0,92.1000811509058,4/18/2018,1,0
2,109.435862255345,7/3/2020,1,0
3,142.630790916047,9/12/2022,1,0
0,104.560320245641,7/12/2021,0,0
1,102.714751480626,5/23/2022,1,0
0,114.600204152606,12/11/2018,1,0
1,82.8467195410261,6/18/2018,1,0
2,113.419960462093,2/3/2018,0,0
2,105.908630280277,11/9/2018,0,0
1,124.486206882513,5/24/2019,0,0
1,78.8874556367046,9/30/2020,0,0
2,115.123994691622,11/5/2020,0,0
1,84.6152894323745,1/24/2020,0,0
3,103.994752204484,12/15/2020,1,0
0,110.129521657478,4/24/2018,0,0
0,91.9886881208301,7/29/2022,0,0
0,110.391909803991,12/4/2020,0,0
1,106.575514916031,2/20/2021,0,0
1,97.3779672324189,4/30/2019,0,0
2,97.460655053116,5/8/2018,0,0
1,87.6172100256653,6/6/2018,0,0
2,107.992825742139,3/1/2021,1,0
3,117.248151383412,10/18/2022,0,0
3,71.81308956226,9/23/2021,0,0
1,108.233739296244,6/3/2019,0,0
0,84.8488283782944,9/1/2022,0,0
3,145.736264082439,7/4/2021,1,0
0,93.8045269139024,9/11/2019,1,0
1,125.115115178655,12/30/2019,0,0
1,85.3246773916202,3/4/2021,0,0
2,109.466383583699,6/15/2019,0,0
2,95.4956516072059,12/27/2018,0,0
0,60.2537337902103,1/6/2021,0,0
3,69.5169765443522,12/28/2022,1,0
2,102.259662656375,6/16/2021,1,0
1,80.2560697542332,6/24/2018,1,0
3,82.5471643304903,1/3/2019,0,0
3,90.9191215940138,7/13/2020,1,0
0,92.7841661095128,3/11/2020,0,0
2,123.083115230874,1/1/2019,1,0
1,131.179964982447,2/2/2022,0,0
3,81.3005472921696,11/16/2021,1,0
1,133.047380947439,4/11/2018,0,0
3,109.234942668121,8/28/2018,1,0
0,71.018160914605,12/13/2020,0,0
3,121.250567249954,1/15/2021,0,0
0,109.724851472287,12/1/2022,0,0
2,46.9874468310554,9/18/2020,0,0
1,70.4193096981363,3/14/2022,0,0
3,126.376884533407,6/16/2019,0,0
1,73.6015279356661,8/17/2018,1,0
2,70.0014996436204,11/10/2020,0,0
0,80.3569707108559,3/19/2021,0,0
0,70.5513898849107,3/17/2018,0,0
2,82.0202511343843,11/29/2020,0,0
3,89.6761815530597,8/21/2022,0,0
2,91.897788426114,12/24/2018,0,0
3,110.250382309749,1/17/2022,0,0
0,55.7947345060223,8/19/2019,0,0
2,93.3981896120875,4/16/2022,0,0
0,80.2387873927803,3/5/2020,0,0
3,89.3008413711274,11/8/2020,1,0
1,108.196218825836,8/4/2022,0,0
0,80.2324098431685,11/30/2020,0,0
0,118.189797237876,6/14/2021,0,0
1,113.343751528372,11/8/2018,0,0
1,85.611833450929,1/4/2023,1,0
0,91.3886278070418,12/3/2022,1,0
2,75.6029458704978,7/2/2022,0,0
3,123.882279931183,10/19/2022,0,0
3,108.100561619783,12/10/2018,0,0
2,83.6243688829531,5/14/2018,1,0
2,68.8692927841933,12/23/2021,0,0
0,106.348520805381,4/29/2023,0,0
0,106.766224905428,3/31/2019,0,0
1,135.647584685366,6/27/2021,1,0
0,79.1340379895596,8/19/2020,1,0
3,104.61146636236,5/1/2019,0,0
2,94.4105476582472,3/27/2018,0,0
3,100.220352022132,5/11/2019,0,0
2,69.7512058380039,9/15/2022,0,0
0,75.3772806170507,12/27/2018,1,0
3,115.006081115319,5/11/2020,0,0
1,117.007800110638,10/15/2021,1,0
0,87.5095636636591,4/26/2022,1,0
1,97.0332332184787,10/3/2019,0,0
3,97.2726898680635,1/2/2018,1,0
2,128.276658380389,2/17/2018,1,0
1,123.433244098367,11/4/2019,1,0
2,83.5676715790552,1/14/2023,0,0
0,88.7975693438015,1/11/2018,0,0
3,50.8601792141093,8/20/2019,0,0
2,79.9059518986801,4/5/2022,0,0
0,118.030649536965,4/3/2023,0,0
2,121.620964662253,1/1/2019,0,0
3,70.2828983458437,11/14/2018,0,0
2,69.1402823103089,3/29/2023,0,0
2,95.0469260772523,6/8/2020,0,0
0,102.795257482396,9/18/2018,1,0
1,85.4032137711067,6/20/2018,0,0
0,112.154514184831,12/17/2021,0,0
1,94.647629972202,3/6/2021,0,0
3,124.496830423447,6/15/2020,0,0
0,107.300009434266,1/7/2018,0,0
0,123.277281872655,2/3/2022,0,0
2,105.002900412065,10/26/2022,0,0
3,99.9467275481011,7/19/2019,0,0
2,63.7143606588092,6/26/2021,0,0
0,96.1671657924162,5/21/2022,0,0
2,143.421318090654,10/25/2020,1,0
1,101.361228166047,10/21/2020,1,0
0,100.924782759792,2/16/2023,0,0
3,102.779276773321,12/16/2021,0,0
2,80.400537700616,2/25/2018,0,0
3,99.6953199463173,11/5/2021,0,0
1,96.9766489419703,2/20/2021,0,0
3,64.4313911665627,3/5/2020,1,0
2,108.077319503199,4/28/2020,0,0
2,104.023055677299,12/11/2018,0,0
0,97.1075839719194,4/17/2023,1,0
3,70.4805795427541,8/2/2018,0,0
1,72.6041860057364,10/13/2022,0,0
2,93.9164565623432,1/26/2021,1,0
0,78.1492693498332,11/24/2020,1,0
1,63.888048932709,2/1/2018,0,0
3,135.489165763958,9/14/2021,0,0
3,105.748900995968,6/14/2020,1,0
2,127.363055329947,2/12/2020,0,0
1,81.8420931402731,9/5/2022,0,0
1,116.64150120676,5/4/2020,0,0
2,87.513961762695,7/10/2019,0,0
0,81.7988052881424,7/23/2021,1,0
2,117.947801495705,1/30/2018,0,0
1,89.7497187539303,6/27/2020,0,0
3,100.083567647683,11/25/2020,0,0
1,64.1766023422436,4/5/2022,0,0
0,93.2506102641599,7/23/2019,0,0
2,98.437235905093,1/31/2019,0,0
1,124.846318771747,3/24/2022,0,0
1,80.0555525441846,7/29/2022,0,0
1,98.0680009270118,7/6/2018,0,0
2,93.467165873707,1/2/2021,1,1
2,57.7314044139734,4/13/2020,1,0
3,103.872758690947,6/8/2022,0,0
1,150.766960081458,6/29/2022,0,0
3,90.2991018786703,12/28/2019,0,0
3,64.8222499062505,7/27/2022,0,1
1,120.642186332924,12/27/2020,0,0
1,76.4794624243816,2/6/2023,1,0
0,71.3164582674435,5/18/2020,0,0
2,102.058064035093,4/15/2022,1,0
0,96.3012173617398,10/10/2020,0,0
3,97.24940476681,9/30/2019,0,0
3,86.5194861901631,11/10/2019,1,0
2,90.2301174405329,12/12/2022,0,0
0,111.439714569038,6/6/2018,0,0
2,89.9841226026928,9/26/2022,1,0
1,93.0055026836363,12/31/2018,0,0
3,102.240573022503,2/14/2023,0,0
0,129.556227522016,9/22/2021,1,0
3,80.3688291391708,6/15/2022,0,0
2,119.685599382712,1/23/2019,0,0
2,92.9049482104,8/29/2019,0,0
0,126.267283925254,2/14/2018,1,0
1,100.037458236012,8/9/2022,1,0
1,106.386749402132,12/24/2019,1,0
2,117.270684787426,5/20/2020,0,0
0,76.9706340157997,10/27/2020,1,0
0,71.2861385794684,5/27/2018,0,0
3,93.0573496761548,8/19/2018,0,0
2,102.473896588125,2/22/2020,0,0
3,114.740653193201,9/20/2018,0,0
2,95.5211987808568,9/28/2018,1,0
1,92.3942941239365,2/2/2019,0,0
3,125.509210650554,1/2/2018,0,0
2,125.908678666721,5/19/2020,0,0
0,70.7371511110349,1/9/2019,0,0
3,86.3226164356891,2/9/2018,0,0
0,88.8096684607664,9/21/2019,0,0
2,80.6102582832141,1/14/2018,0,0
3,100.182246287475,10/14/2019,0,0
3,78.2135828809718,1/4/2022,1,0
3,88.5341017000491,11/14/2021,0,0
0,98.4106166972043,5/4/2018,0,0
2,101.653151798737,9/2/2018,0,0
0,123.400308901836,7/14/2019,0,0
0,109.007054574387,7/29/2022,0,0
3,34.7323385527619,6/10/2018,0,0
0,118.956063408819,10/28/2019,0,0
2,93.8881403901404,8/11/2021,0,0
2,105.239022407763,5/13/2018,0,0
1,81.8460916188602,5/10/2021,1,0
3,67.9379569762009,11/16/2018,0,0
2,117.026382792458,3/9/2023,0,0
1,89.1636994326353,4/16/2020,1,0
2,100.888684240718,4/17/2023,0,0
2,114.568418366765,12/4/2018,0,0
2,99.1560727904677,3/24/2019,0,0
3,82.0558862818625,3/16/2018,0,0
3,89.0921165095619,9/24/2021,0,0
0,113.960972716101,9/5/2018,1,0
3,100.474802822361,1/16/2020,0,0
0,80.6409237552038,7/12/2022,1,0
2,115.253669331377,4/23/2023,0,0
1,71.5543535355199,5/22/2019,0,0
3,130.133923142991,6/17/2022,0,0
0,105.052196398226,5/18/2020,0,0
1,101.174195915659,10/24/2021,0,0
1,65.7551079445144,12/6/2021,0,0
2,142.378675416407,4/9/2018,1,0
0,84.1072164729763,6/25/2021,0,0
1,135.218571168817,8/13/2019,0,0
2,149.50361957493,9/28/2021,1,0
3,124.738093048604,4/13/2023,0,0
0,88.9568856504313,4/4/2018,1,0
1,94.3516865584003,6/26/2021,0,0
1,117.10132249692,6/25/2022,0,0
1,91.1951254694406,7/6/2021,0,0
1,113.911842479316,6/3/2019,0,0
1,90.6253077338155,9/22/2018,0,0
3,121.193412890938,4/6/2018,0,0
2,96.2692786806682,11/6/2019,0,0
1,87.5190643782889,8/2/2022,0,0
2,108.995279028088,5/24/2018,0,0
3,102.861708751909,4/12/2021,0,0
2,97.8101318969148,5/26/2019,1,0
0,88.894916782001,11/16/2020,0,0
2,73.9376650854884,2/9/2021,0,0
3,101.020820163372,10/17/2022,1,0
3,86.5384044153249,1/8/2020,1,0
3,99.6528662800438,7/5/2019,1,0
3,79.1685755149775,3/12/2021,0,0
1,118.366837339051,11/22/2020,0,0
1,114.003680488953,1/11/2021,1,0
0,67.970231860993,8/18/2022,0,0
3,98.8623061605736,5/20/2021,0,0
0,103.184635648565,4/18/2021,0,0
3,58.1906723486678,8/24/2018,0,0
3,70.8608235364642,12/25/2019,0,0
3,118.376349095486,5/28/2022,0,0
1,118.937239081258,10/11/2020,0,0
0,88.4690561153438,10/29/2018,1,0
1,96.7887415442878,9/1/2022,1,0
0,99.4296481805946,8/18/2018,0,0
1,81.1432292075209,11/23/2019,0,0
3,107.392033164762,5/3/2020,0,0
0,88.3021111109206,3/6/2021,0,0
2,79.1177841880212,10/25/2022,0,0
1,120.490731647262,3/28/2023,1,0
2,107.195790882986,12/4/2018,0,0
0,71.8485355246244,3/17/2019,0,0
1,130.502414323582,4/5/2020,0,0
3,63.757087539407,6/21/2020,0,0
1,99.6643743099039,9/7/2021,1,0
3,119.293703548626,3/2/2022,0,0
0,108.671653169016,1/30/2020,0,0
0,124.268927592496,1/14/2022,1,0
3,91.8200317771348,7/15/2020,0,0
0,76.1363554164221,7/18/2022,0,0
2,75.3584418416448,3/23/2018,0,0
1,87.836146709566,8/10/2018,0,0
2,81.0623361112475,12/7/2020,0,0
2,87.5703582631226,8/9/2022,0,0
1,104.904348041826,10/15/2018,0,0
1,107.485718324569,7/13/2019,0,0
0,116.045427061809,2/9/2020,1,0
0,71.227099874131,4/6/2018,0,0
1,86.9588147900628,5/7/2019,1,0
2,94.5971208435559,7/31/2022,0,0
0,102.172153028388,4/29/2019,0,0
0,96.8157786111619,11/15/2021,0,0
0,92.211424351365,4/4/2021,1,0
2,100.443761080352,5/9/2021,0,0
0,99.0905640400293,7/22/2020,0,0
1,117.981959360475,8/29/2021,0,1
2,54.5800356325451,3/15/2023,0,0
0,94.3520504857816,5/8/2022,0,0
2,107.067723974088,6/9/2020,0,0
0,67.8844098006038,11/14/2021,0,0
2,107.175285592817,3/19/2021,0,1
1,88.6544481717401,5/8/2019,0,0
0,127.424572488113,2/18/2021,0,0
3,76.7212850874201,4/26/2018,1,0
0,76.6992071417283,9/4/2020,0,0
2,78.7356269690789,5/7/2020,1,0
3,109.697043564698,1/21/2019,0,0
1,75.8729053623974,8/1/2018,0,0
0,97.9997725157895,2/24/2022,0,0
2,106.117038445477,4/2/2021,0,0
0,102.427117478079,12/14/2022,0,0
3,62.4595722301273,1/23/2019,1,0
2,75.3135140561498,2/13/2022,0,0
3,96.0436246996118,5/20/2020,0,0
3,117.213473778607,4/24/2023,0,0
0,78.1638730861756,3/11/2023,0,0
2,115.575579188569,5/23/2022,1,0
1,50.6806990214835,10/1/2021,0,0
2,113.297954956727,10/5/2019,1,0
3,100.75226376661,12/24/2019,0,0
3,141.651312537077,8/5/2019,0,0
3,106.832308216235,12/10/2021,0,0
3,101.665768753493,9/3/2020,0,0
2,133.127449117586,12/10/2020,0,0
3,148.478678187547,10/21/2020,0,0
3,119.831533680136,12/1/2021,0,0
3,94.1455585349338,6/14/2022,0,0
3,87.2908806310498,2/19/2021,0,0
2,112.023757961637,3/8/2021,0,0
2,82.2002123946119,6/11/2019,1,0
1,113.737652610568,6/25/2022,0,0
3,110.58908487312,1/29/2022,0,0
2,95.1576883495706,5/2/2018,0,0
2,125.996741681433,10/8/2020,0,0
0,131.950705240142,6/3/2020,0,0
2,104.105601789407,5/23/2022,0,0
3,102.142480776444,11/18/2018,1,0
2,92.9476299179125,8/30/2022,0,0
1,89.3590450219684,1/3/2022,0,0
2,81.1455585974038,3/6/2019,1,0
3,70.7680581216879,11/25/2022,0,0
2,71.9283477131967,7/23/2021,1,0
0,66.5222362304271,10/9/2020,0,0
0,133.743838931802,4/8/2022,0,0
1,80.0380325360279,4/17/2023,0,0
3,88.315717830634,4/25/2023,0,0
1,88.5090982645409,3/7/2020,0,0
1,108.453149272206,1/22/2018,0,0
1,111.131927876942,9/18/2022,0,0
1,113.231500110928,10/7/2022,0,0
1,91.422287642814,10/2/2022,0,0
2,123.920670932811,8/26/2019,1,0
0,88.6416511875704,7/20/2021,0,0
0,112.372209317877,10/5/2018,0,0
0,96.5953009860192,5/12/2020,0,0
1,89.6129827957082,9/28/2018,0,0
3,95.477449490337,12/1/2018,0,0
1,99.5851705079125,4/9/2021,0,0
0,118.503897419831,4/10/2018,0,0
1,81.9423033881188,10/11/2019,0,0
3,87.1634362179397,10/17/2020,1,0
2,124.631787915639,7/24/2021,1,0
1,113.797604035701,8/15/2020,0,0
0,111.650422634516,4/22/2021,1,0
1,102.412090928422,5/25/2022,0,0
2,78.2389412671437,1/13/2020,0,0
3,92.5794561627029,1/30/2022,0,0
2,91.4197249823973,11/4/2020,1,0
3,98.9883559308361,3/20/2018,0,0
1,104.150971401107,9/11/2020,0,0
3,109.710237207362,4/27/2023,0,0
2,149.430893432072,9/6/2020,0,0
1,117.132607514393,1/29/2018,0,0
2,110.483439660835,6/21/2022,0,0
3,77.5084548144085,12/18/2018,0,0
1,76.2107873342297,2/12/2022,0,0
2,83.9256974458585,2/13/2018,1,0
3,134.16288888445,9/9/2022,0,0
1,124.703656068213,10/4/2020,0,0
3,91.8317178914936,1/21/2023,0,0
0,137.227005178113,7/17/2022,0,0
0,132.603699281736,1/5/2020,1,0
1,149.844352894772,4/8/2018,1,0
3,114.50150735643,2/10/2018,0,0
0,87.3542045861814,3/21/2023,0,0
0,105.887100863926,8/13/2019,1,0
2,144.393046147916,5/10/2020,0,0
3,104.166138692501,10/10/2019,0,0
3,108.502994778584,6/22/2018,1,0
3,86.9169378600221,6/26/2020,0,0
3,86.667397160769,5/23/2019,1,0
3,97.3917501609256,4/28/2021,1,0
2,109.490009095136,3/4/2022,0,0
2,87.8465961102871,3/21/2020,0,0
3,125.458785108666,8/29/2020,0,0
3,61.1876480920356,5/19/2019,1,0
3,123.619280268792,10/23/2022,0,0
